iter	Logloss
0	0.3011090696
1	0.1753397927
2	0.1330440631
3	0.1076424135
4	0.09193977006
5	0.0784954514
6	0.06963122523
7	0.06308008553
8	0.06028335744
9	0.05502703834
10	0.05259832032
11	0.0493470096
12	0.04576698602
13	0.04252186591
14	0.04025098977
15	0.03843035292
16	0.03665699582
17	0.03551218102
18	0.03373713639
19	0.03312246592
20	0.03137182929
21	0.02933928456
22	0.0275844878
23	0.02657809074
24	0.02604891134
25	0.02534584711
26	0.0245814836
27	0.02362282159
28	0.02309015154
29	0.02219854701
30	0.02132354364
31	0.02086976491
32	0.02004945018
33	0.0198087188
34	0.0194657865
35	0.01886551668
36	0.0183502235
37	0.01790715646
38	0.01749088105
39	0.01727742726
40	0.01705255512
41	0.01691082623
42	0.01650152335
43	0.01627286693
44	0.01595370467
45	0.01566835236
46	0.01551158637
47	0.01523586509
48	0.01494773591
49	0.01481679188
50	0.01456689225
51	0.01402296791
52	0.01385216355
53	0.01365872947
54	0.013520131
55	0.01345268242
56	0.01303841252
57	0.01285617052
58	0.01270685485
59	0.01260362015
60	0.01253166359
61	0.01239355627
62	0.01227596881
63	0.01221646505
64	0.01214889088
65	0.01203854384
66	0.01192419012
67	0.01179086297
68	0.01166247983
69	0.01161132629
70	0.01152684775
71	0.01146744179
72	0.01125895813
73	0.01120358636
74	0.01102194019
75	0.01094494721
76	0.0108380252
77	0.01075027466
78	0.01070858291
79	0.0106160219
80	0.01054758481
81	0.01045059526
82	0.01038788842
83	0.01032909827
84	0.0102060074
85	0.01012151886
86	0.01004810333
87	0.01001592824
88	0.009937531992
89	0.009881803928
90	0.009839531965
91	0.009803897467
92	0.009746983927
93	0.009695290507
94	0.009648546758
95	0.009603762491
96	0.009570894523
97	0.009528368081
98	0.009495915653
99	0.00947285149
100	0.009429783931
101	0.009411432114
102	0.009330113993
103	0.009305936584
104	0.009280890443
105	0.009244085305
106	0.00918503503
107	0.009150673374
108	0.009086846027
109	0.009067652729
110	0.009041436349
111	0.009012101349
112	0.008988656225
113	0.008946841839
114	0.008933365995
115	0.008933340234
116	0.008933306456
117	0.00893330634
118	0.008933320409
119	0.008933320409
120	0.008933320409
121	0.008933320409
122	0.008933320409
123	0.008933320409
